name1,spec1,ra1,dec1,z1,logl1_5007,galaxyid1,objid1,group1,mrpetro1,mrmodel1,bg1,mg1,name2,spec2,ra2,dec2,z2,logl2_5007,galaxyid2,objid2,groupid2,mrpetro2,mrmodel2,bg2,mg2
J094529.37+093610.4,52757-1305-179,146.37237,9.602897,0.013277,40.225188,262919,1072977,236186,-18.534924,-18.482443,1,1,J152645.10+334059.8,52814-1354-056,231.6879,33.683281,0.0149069,39.088595,319337,1243527,272365,-18.564474,-18.538265,1,1
J094529.37+093610.4,52757-1305-179,146.37237,9.602897,0.013277,40.225188,262919,1072977,236186,-18.534924,-18.482443,1,1,J012529.13-000326.3,51817-0399-160,21.371382999999998,-0.057311275,0.0210069,38.953063,171658,786714,177830,-18.421152,-18.438305,1,1
J155252.84+403848.2,52516-1054-376,238.22016000000002,40.646728,0.015107,39.688551000000004,236935,981190,40108,-19.919352,-19.954187,1,1,J135314.12+002650.2,51942-0301-347,208.30882,0.44727438,0.0244875,39.669944,5617,52708,24060,-19.882251999999998,-19.860769,1,1
J155252.84+403848.2,52516-1054-376,238.22016000000002,40.646728,0.015107,39.688551000000004,236935,981190,40108,-19.919352,-19.954187,1,1,J121808.09+060822.3,52378-0844-445,184.53372,6.1395386,0.018479,39.599678999999995,108147,463978,137726,-20.187739999999998,-20.036938,1,1
J155252.84+403848.2,52516-1054-376,238.22016000000002,40.646728,0.015107,39.688551000000004,236935,981190,40108,-19.919352,-19.954187,1,1,J092639.80+455049.9,52314-0833-113,141.66584,45.847184999999996,0.01436,39.582782,174831,804738,179897,-20.005785,-19.968195,1,1
J155252.84+403848.2,52516-1054-376,238.22016000000002,40.646728,0.015107,39.688551000000004,236935,981190,40108,-19.919352,-19.954187,1,1,J113252.56+433053.9,53063-1366-185,173.21901,43.514963,0.0243026,39.538076000000004,311725,1227098,267456,-19.970617,-19.970617,1,1
J155252.84+403848.2,52516-1054-376,238.22016000000002,40.646728,0.015107,39.688551000000004,236935,981190,40108,-19.919352,-19.954187,1,1,J153838.50+365730.1,52753-1294-041,234.66042000000002,36.958355,0.0186078,39.525546000000006,393175,1412254,317256,-20.109098,-20.031546,1,1
J080538.66+261005.5,52670-1205-497,121.4111,26.16819,0.016953,39.859901,252287,1036353,229405,-20.11273,-20.632231,1,1,J232327.04+141933.1,52238-0746-314,350.86267000000004,14.325857000000001,0.0256283,39.870045000000005,159250,716502,170104,-20.532888,-20.539051,1,1
J080538.66+261005.5,52670-1205-497,121.4111,26.16819,0.016953,39.859901,252287,1036353,229405,-20.11273,-20.632231,1,1,J100431.83+380021.7,52993-1426-388,151.13262,38.006039,0.023162,39.48601,282424,1158525,248796,-20.627546,-20.583202,1,1
J080538.66+261005.5,52670-1205-497,121.4111,26.16819,0.016953,39.859901,252287,1036353,229405,-20.11273,-20.632231,1,1,J083726.59+400208.1,52317-0828-370,129.36078999999998,40.035587,0.0237193,39.407555,180814,828590,183535,-20.78269,-20.719496,1,1
J080538.66+261005.5,52670-1205-497,121.4111,26.16819,0.016953,39.859901,252287,1036353,229405,-20.11273,-20.632231,1,1,J130850.11-004902.3,51986-0294-055,197.2088,-0.81730439,0.0179684,39.366144,1952,41455,6108,-20.524424,-20.543715,1,1
J080538.66+261005.5,52670-1205-497,121.4111,26.16819,0.016953,39.859901,252287,1036353,229405,-20.11273,-20.632231,1,1,J034240.10-062254.6,51909-0462-517,55.667104,-6.3818355,0.0211967,39.348813,18695,157552,80452,-20.626967,-20.557154,1,1
J110233.29-001727.6,51908-0277-180,165.6387,-0.29101,0.017294,38.577422999999996,112839,477624,140773,-18.367067000000002,-18.231236,1,1,J101006.19+120214.3,53061-1745-217,152.52578,12.037308,0.0182782,38.563517,273250,1124020,243096,-18.202154,-18.226952,1,1
J110233.29-001727.6,51908-0277-180,165.6387,-0.29101,0.017294,38.577422999999996,112839,477624,140773,-18.367067000000002,-18.231236,1,1,J085038.82+301031.2,52972-1589-393,132.66173999999998,30.175340000000002,0.0266193,38.702364,280676,1154641,247684,-18.271397,-18.221666,1,1
J110233.29-001727.6,51908-0277-180,165.6387,-0.29101,0.017294,38.577422999999996,112839,477624,140773,-18.367067000000002,-18.231236,1,1,J134250.16+471513.9,52736-1284-223,205.70898,47.253863,0.024991,38.709467,283092,1160087,249229,-18.26363,-18.32859,1,1
J110233.29-001727.6,51908-0277-180,165.6387,-0.29101,0.017294,38.577422999999996,112839,477624,140773,-18.367067000000002,-18.231236,1,1,J121326.84-000548.1,52000-0288-356,183.36183,-0.09670005699999999,0.0209706,38.363469,10811,69995,75293,-18.0905,-18.244013,1,1
J110233.29-001727.6,51908-0277-180,165.6387,-0.29101,0.017294,38.577422999999996,112839,477624,140773,-18.367067000000002,-18.231236,1,1,J094636.06+081034.8,52724-1234-578,146.65025,8.176330199999999,0.0258543,38.800973,255472,1055870,231495,-18.380661,-18.303034,1,1
J033458.00-054853.3,51910-0461-618,53.74168,-5.814796,0.018324,38.998348,19107,159979,80735,-18.228622,-18.317801,1,1,J113148.60+005147.7,51614-0281-608,172.95252,0.86325195,0.0253608,39.005154,6418,55518,72405,-18.235647,-18.300001,1,1
J033458.00-054853.3,51910-0461-618,53.74168,-5.814796,0.018324,38.998348,19107,159979,80735,-18.228622,-18.317801,1,1,J134858.52+033120.9,52375-0855-286,207.24385,3.5224822000000002,0.0242846,39.076659,126801,521011,149576,-18.271572,-18.273395,1,1
J033458.00-054853.3,51910-0461-618,53.74168,-5.814796,0.018324,38.998348,19107,159979,80735,-18.228622,-18.317801,1,1,J091835.38+495042.5,52247-0766-146,139.64741,49.845151,0.027837,39.085256,110105,469585,139007,-18.271778,-18.392164,1,1
J033458.00-054853.3,51910-0461-618,53.74168,-5.814796,0.018324,38.998348,19107,159979,80735,-18.228622,-18.317801,1,1,J233813.30+143153.0,52234-0747-172,354.5554,14.531386999999999,0.0231258,38.903951,159319,716626,170139,-18.525747,-18.400314,1,1
J033458.00-054853.3,51910-0461-618,53.74168,-5.814796,0.018324,38.998348,19107,159979,80735,-18.228622,-18.317801,1,1,J094636.06+081034.8,52724-1234-578,146.65025,8.176330199999999,0.0258543,38.800973,255472,1055870,231495,-18.380661,-18.303034,1,1
J011059.31+002601.1,51794-0397-474,17.747137,0.433651,0.018843,39.542947,428296,1765716,339476,-18.44371,-18.383663000000002,1,1,J110338.36-005208.4,51908-0277-049,165.90984,-0.86900692,0.0286088,39.607535,7527,60036,73137,-18.365198,-18.288382000000002,1,1
J011059.31+002601.1,51794-0397-474,17.747137,0.433651,0.018843,39.542947,428296,1765716,339476,-18.44371,-18.383663000000002,1,1,J100213.84+114120.5,53055-1744-083,150.55768,11.689017,0.0219842,39.338633,273220,1123963,17440,-18.570663,-18.417704,1,1
J011059.31+002601.1,51794-0397-474,17.747137,0.433651,0.018843,39.542947,428296,1765716,339476,-18.44371,-18.383663000000002,1,1,J091835.38+495042.5,52247-0766-146,139.64741,49.845151,0.027837,39.085256,110105,469585,139007,-18.271778,-18.392164,1,1
J011059.31+002601.1,51794-0397-474,17.747137,0.433651,0.018843,39.542947,428296,1765716,339476,-18.44371,-18.383663000000002,1,1,J221210.26+135703.6,52221-0736-324,333.04277,13.950991,0.0278756,39.067673,80947,354127,120398,-18.517870000000002,-18.480114,1,1
J011059.31+002601.1,51794-0397-474,17.747137,0.433651,0.018843,39.542947,428296,1765716,339476,-18.44371,-18.383663000000002,1,1,J141547.22+411824.4,53084-1348-385,213.94675,41.306778,0.0256668,39.049412,321114,1247381,273543,-18.607447,-18.441294,1,1
J120114.35-034041.0,52368-0331-121,180.3098,-3.678067,0.019549,40.825358,22153,171500,82739,-19.601298999999997,-19.575373000000003,1,1,J225900.18+132951.7,52263-0742-261,344.75075,13.497688,0.0287293,40.409092,78725,347866,14179,-19.607376000000002,-19.665419,1,1
J120114.35-034041.0,52368-0331-121,180.3098,-3.678067,0.019549,40.825358,22153,171500,82739,-19.601298999999997,-19.575373000000003,1,1,J111038.86+034519.6,52356-0581-059,167.66192,3.7554482000000005,0.0254525,40.233325,103562,453297,134900,-19.692476,-19.658649,1,1
J120114.35-034041.0,52368-0331-121,180.3098,-3.678067,0.019549,40.825358,22153,171500,82739,-19.601298999999997,-19.575373000000003,1,1,J082854.33+343906.0,52668-1197-211,127.22636000000001,34.651656,0.0209219,40.057303999999995,194850,863622,16172,-19.651064,-19.614866,1,1
J120114.35-034041.0,52368-0331-121,180.3098,-3.678067,0.019549,40.825358,22153,171500,82739,-19.601298999999997,-19.575373000000003,1,1,J024440.65-090735.5,51910-0456-201,41.169379,-9.126539999999999,0.0234751,39.996208,85662,369158,29572,-19.453165,-19.484335,1,1
J120114.35-034041.0,52368-0331-121,180.3098,-3.678067,0.019549,40.825358,22153,171500,82739,-19.601298999999997,-19.575373000000003,1,1,J130709.78+523247.1,52376-0887-492,196.79076,52.546409,0.0266821,39.892064000000005,378426,1378201,50084,-19.494516,-19.512034,1,1
J112536.17+542257.2,52707-1014-302,171.40069,54.382555,0.020642,40.493327,232941,964147,217159,-18.783144,-18.822298,1,1,J001947.33+003526.9,51900-0390-374,4.9472132,0.59079485,0.0177407,40.230199,415205,1681220,330867,-18.893963,-18.844186999999998,1,1
J112536.17+542257.2,52707-1014-302,171.40069,54.382555,0.020642,40.493327,232941,964147,217159,-18.783144,-18.822298,1,1,J102332.53+460328.0,52614-0944-630,155.88556,46.05777,0.0257652,39.851732,204827,894554,199192,-18.888529000000002,-18.788679000000002,1,1
J112536.17+542257.2,52707-1014-302,171.40069,54.382555,0.020642,40.493327,232941,964147,217159,-18.783144,-18.822298,1,1,J135848.07+045426.9,52339-0856-486,209.70031,4.9074855,0.0247382,39.765194,116789,491040,143249,-18.764464999999998,-18.913485,1,1
J112536.17+542257.2,52707-1014-302,171.40069,54.382555,0.020642,40.493327,232941,964147,217159,-18.783144,-18.822298,1,1,J161433.82+414240.5,52753-1171-438,243.64091000000002,41.711242999999996,0.0264143,39.540071999999995,495400,1958859,382389,-18.730183,-18.746254,1,1
J112536.17+542257.2,52707-1014-302,171.40069,54.382555,0.020642,40.493327,232941,964147,217159,-18.783144,-18.822298,1,1,J081956.74+392654.8,52615-0894-315,124.98643,39.448547,0.0276905,39.307509,182962,834666,184834,-18.898986999999998,-18.876507,1,1
J120257.82+045045.1,52376-0842-436,180.7409,4.84585,0.020675,39.634736,105865,458704,30979,-20.44121,-20.495546,1,1,J171934.81+563748.1,51997-0367-444,259.89506,56.630038,0.0273728,39.629025,29858,200375,87793,-20.420191,-20.432901,1,1
J120257.82+045045.1,52376-0842-436,180.7409,4.84585,0.020675,39.634736,105865,458704,30979,-20.44121,-20.495546,1,1,J111406.32+554239.1,52379-0909-253,168.52632,55.710871999999995,0.0279428,39.669239000000005,172659,798128,15985,-20.537113,-20.538586,1,1
J120257.82+045045.1,52376-0842-436,180.7409,4.84585,0.020675,39.634736,105865,458704,30979,-20.44121,-20.495546,1,1,J151944.30+441918.6,52468-1051-268,229.93459,44.321846,0.0282073,39.694208,235935,979051,218927,-20.465702,-20.533754000000002,1,1
J120257.82+045045.1,52376-0842-436,180.7409,4.84585,0.020675,39.634736,105865,458704,30979,-20.44121,-20.495546,1,1,J090015.62+401748.4,52669-1198-574,135.06507,40.296765,0.0289336,39.5632,195558,865410,193047,-20.4911,-20.524401,1,1
J120257.82+045045.1,52376-0842-436,180.7409,4.84585,0.020675,39.634736,105865,458704,30979,-20.44121,-20.495546,1,1,J231221.42+143633.8,52262-0743-591,348.08923,14.609380999999999,0.0162342,39.711397,159708,717734,6692,-20.456388,-20.519243,1,1
J111607.65+412353.2,53003-1439-597,169.03189,41.398105,0.020843,39.571875,334642,1275665,281897,-19.529272,-19.540875,1,1,J114422.81+082315.1,53137-1620-568,176.09505,8.3875392,0.0199703,39.568495,340202,1286951,285371,-19.454439,-19.453804,1,1
J111607.65+412353.2,53003-1439-597,169.03189,41.398105,0.020843,39.571875,334642,1275665,281897,-19.529272,-19.540875,1,1,J145627.95+021224.7,52029-0538-559,224.11647000000002,2.2068737,0.0288167,39.576095,53417,271843,27296,-19.635004000000002,-19.636164,1,1
J111607.65+412353.2,53003-1439-597,169.03189,41.398105,0.020843,39.571875,334642,1275665,281897,-19.529272,-19.540875,1,1,J091431.31+491657.5,52247-0766-205,138.63047,49.282628,0.0293311,39.595151,110066,469533,138993,-19.485725,-19.461281,1,1
J111607.65+412353.2,53003-1439-597,169.03189,41.398105,0.020843,39.571875,334642,1275665,281897,-19.529272,-19.540875,1,1,J164106.57+460014.6,52144-0627-028,250.27736000000002,46.004065000000004,0.0177982,39.534659999999995,48741,261439,100165,-19.372526,-19.457226000000002,1,1
J111607.65+412353.2,53003-1439-597,169.03189,41.398105,0.020843,39.571875,334642,1275665,281897,-19.529272,-19.540875,1,1,J090838.46+323534.6,52976-1591-425,137.16024,32.592954,0.0142966,39.670223,293019,1183490,17761,-19.642893,-19.554798,1,1
J114530.26+094344.8,52734-1226-199,176.37607,9.7291,0.021371,39.173949,257222,1059845,10048,-19.571867,-19.494204,1,1,J132505.37-005411.2,51959-0297-218,201.27236000000002,-0.90310404,0.0180788,39.160458,8230,61357,73581,-19.499281,-19.464487,1,1
J114530.26+094344.8,52734-1226-199,176.37607,9.7291,0.021371,39.173949,257222,1059845,10048,-19.571867,-19.494204,1,1,J131038.58+611623.6,52325-0783-047,197.66075,61.273235,0.0313322,39.158309,138947,551920,157287,-19.271101,-19.590479000000002,1,1
J114530.26+094344.8,52734-1226-199,176.37607,9.7291,0.021371,39.173949,257222,1059845,10048,-19.571867,-19.494204,1,1,J121626.72+105342.4,52672-1230-406,184.11133,10.895111,0.0246112,39.205878000000006,226984,950048,213462,-19.300819,-19.443928,1,1
J114530.26+094344.8,52734-1226-199,176.37607,9.7291,0.021371,39.173949,257222,1059845,10048,-19.571867,-19.494204,1,1,J102813.91+590602.3,52316-0559-593,157.05795,59.100646,0.0313028,39.211406,95381,431880,129627,-19.377382,-19.395777,1,1
J114530.26+094344.8,52734-1226-199,176.37607,9.7291,0.021371,39.173949,257222,1059845,10048,-19.571867,-19.494204,1,1,J004436.94-094600.4,52148-0656-188,11.153903,-9.766788400000001,0.0298578,39.125783,71020,322359,28538,-19.317196,-19.401373,1,1
J132428.24+044629.6,52375-0852-394,201.11768,4.774889,0.02143,39.576382,115655,488827,142554,-18.691437,-18.738970000000002,1,1,J085333.60+394537.3,52703-1199-310,133.39002,39.760373,0.023416,39.5933,189519,850007,189071,-18.706867000000003,-18.657551,1,1
J132428.24+044629.6,52375-0852-394,201.11768,4.774889,0.02143,39.576382,115655,488827,142554,-18.691437,-18.738970000000002,1,1,J161433.82+414240.5,52753-1171-438,243.64091000000002,41.711242999999996,0.0264143,39.540071999999995,495400,1958859,382389,-18.730183,-18.746254,1,1
J132428.24+044629.6,52375-0852-394,201.11768,4.774889,0.02143,39.576382,115655,488827,142554,-18.691437,-18.738970000000002,1,1,J085837.31+515242.6,51992-0552-361,134.65545,51.878488,0.0127364,39.321365,87746,375209,124637,-18.792118,-18.695595,1,1
J132428.24+044629.6,52375-0852-394,201.11768,4.774889,0.02143,39.576382,115655,488827,142554,-18.691437,-18.738970000000002,1,1,J102332.53+460328.0,52614-0944-630,155.88556,46.05777,0.0257652,39.851732,204827,894554,199192,-18.888529000000002,-18.788679000000002,1,1
J132428.24+044629.6,52375-0852-394,201.11768,4.774889,0.02143,39.576382,115655,488827,142554,-18.691437,-18.738970000000002,1,1,J085949.05+050339.1,52649-1192-396,134.95436999999998,5.0608525,0.0125192,39.29755,218345,929718,38781,-18.693375,-18.777110999999998,1,1
J082510.23+375919.8,52589-0893-628,126.29263,37.988820000000004,0.021431,40.416422999999995,170789,780593,177308,-19.320753,-19.290157,1,1,J080547.35+225434.9,52943-1584-400,121.44728,22.909688,0.030256,40.423747,278651,1143164,43015,-19.540728,-19.353857,1,1
J082510.23+375919.8,52589-0893-628,126.29263,37.988820000000004,0.021431,40.416422999999995,170789,780593,177308,-19.320753,-19.290157,1,1,J023310.79-074813.4,51909-0455-388,38.294963,-7.8037217000000005,0.030938,40.195626000000004,74364,332807,116112,-19.224577,-19.239981,1,1
J082510.23+375919.8,52589-0893-628,126.29263,37.988820000000004,0.021431,40.416422999999995,170789,780593,177308,-19.320753,-19.290157,1,1,J073715.73+313110.9,51959-0541-100,114.31555,31.519703000000003,0.0267995,40.855788000000004,96832,435524,130514,-19.282705,-19.284197,1,1
J082510.23+375919.8,52589-0893-628,126.29263,37.988820000000004,0.021431,40.416422999999995,170789,780593,177308,-19.320753,-19.290157,1,1,J111835.82+002511.2,51612-0280-358,169.64924,0.41976742,0.0250768,39.929922,11963,74543,76063,-19.372131,-19.225397,1,1
J082510.23+375919.8,52589-0893-628,126.29263,37.988820000000004,0.021431,40.416422999999995,170789,780593,177308,-19.320753,-19.290157,1,1,J081006.07+245519.5,52705-1265-569,122.52528000000001,24.922096,0.0140412,39.898878,265285,1088557,42044,-19.302307,-19.267283,1,1
J093812.26+074340.1,52733-1196-639,144.5511,7.727792,0.021895,40.055331,223907,942910,16641,-19.641445,-19.631785999999998,1,1,J082854.33+343906.0,52668-1197-211,127.22636000000001,34.651656,0.0209219,40.057303999999995,194850,863622,16172,-19.651064,-19.614866,1,1
J093812.26+074340.1,52733-1196-639,144.5511,7.727792,0.021895,40.055331,223907,942910,16641,-19.641445,-19.631785999999998,1,1,J094814.71+574444.5,52253-0557-372,147.0613,57.745681000000005,0.0297192,40.044078000000006,96403,434324,130229,-19.665884,-19.727358,1,1
J093812.26+074340.1,52733-1196-639,144.5511,7.727792,0.021895,40.055331,223907,942910,16641,-19.641445,-19.631785999999998,1,1,J113446.25+025515.7,51989-0513-378,173.69272,2.9210337,0.0286643,40.156285,61191,288677,107949,-19.833647,-19.71987,1,1
J093812.26+074340.1,52733-1196-639,144.5511,7.727792,0.021895,40.055331,223907,942910,16641,-19.641445,-19.631785999999998,1,1,J093917.26+363343.9,52996-1275-021,144.82191,36.562197,0.0197165,40.171979,264627,1086591,41994,-19.77507,-19.705299,1,1
J093812.26+074340.1,52733-1196-639,144.5511,7.727792,0.021895,40.055331,223907,942910,16641,-19.641445,-19.631785999999998,1,1,J111038.86+034519.6,52356-0581-059,167.66192,3.7554482000000005,0.0254525,40.233325,103562,453297,134900,-19.692476,-19.658649,1,1
J133815.87+043233.3,52374-0853-111,204.56613000000002,4.542593,0.022975,40.967855,455252,1864780,290,-21.385038,-21.347372,1,1,J220316.00+003415.9,52173-0372-583,330.81665,0.571085,0.0301422,40.524898,417268,1697290,19963,-21.534727,-21.365143,1,1
J133815.87+043233.3,52374-0853-111,204.56613000000002,4.542593,0.022975,40.967855,455252,1864780,290,-21.385038,-21.347372,1,1,J104000.58+390720.0,53003-1432-098,160.0024,39.122223999999996,0.0308047,40.316612,281459,1156421,5282,-21.230892,-21.284357,1,1
J133815.87+043233.3,52374-0853-111,204.56613000000002,4.542593,0.022975,40.967855,455252,1864780,290,-21.385038,-21.347372,1,1,J141451.35+030751.3,51994-0533-537,213.71395,3.1309259999999997,0.0253336,39.754789,63271,303340,746,-21.417652,-21.440718,1,1
J133815.87+043233.3,52374-0853-111,204.56613000000002,4.542593,0.022975,40.967855,455252,1864780,290,-21.385038,-21.347372,1,1,J144545.12+513450.9,52781-1327-018,221.43797999999998,51.580815,0.0298071,39.619921999999995,295504,1189428,257215,-21.259569,-21.259569,1,1
J133815.87+043233.3,52374-0853-111,204.56613000000002,4.542593,0.022975,40.967855,455252,1864780,290,-21.385038,-21.347372,1,1,J172717.39+582907.7,52017-0366-181,261.82245,58.485471,0.0272243,39.603177,163929,729908,156,-21.346242999999998,-21.438370000000003,1,1
J100207.04+030327.7,52235-0501-366,150.52933000000002,3.057686,0.023176,40.305552,99868,444008,132502,-20.206469,-20.145405,1,1,J034545.16-071526.9,51909-0462-011,56.438184,-7.257463,0.0216551,40.310775,18237,155234,80143,-20.115725,-20.1558,1,1
J100207.04+030327.7,52235-0501-366,150.52933000000002,3.057686,0.023176,40.305552,99868,444008,132502,-20.206469,-20.145405,1,1,J074953.38+451454.6,53055-1737-090,117.4724,45.248489,0.0312531,40.438354,422162,1725495,335570,-20.085327,-20.133379,1,1
J100207.04+030327.7,52235-0501-366,150.52933000000002,3.057686,0.023176,40.305552,99868,444008,132502,-20.206469,-20.145405,1,1,J094511.97-000712.1,51630-0266-147,146.29988,-0.12001413,0.0306548,40.066446,10122,68683,24374,-19.841245999999998,-20.179369,1,1
J100207.04+030327.7,52235-0501-366,150.52933000000002,3.057686,0.023176,40.305552,99868,444008,132502,-20.206469,-20.145405,1,1,J080328.07+250609.6,52670-1205-095,120.86693999999999,25.102666,0.0275703,40.058033,251733,1034966,229042,-20.15752,-20.217291,1,1
J100207.04+030327.7,52235-0501-366,150.52933000000002,3.057686,0.023176,40.305552,99868,444008,132502,-20.206469,-20.145405,1,1,J005329.92-084604.0,52177-0657-458,13.374656,-8.7677882,0.019029,40.747619,83713,360864,29422,-20.259075,-20.185526,1,1
J121754.98+583935.7,52791-1315-403,184.47907,58.659912,0.023253,40.328483,227784,952235,213944,-19.388434,-19.308245,1,1,J080547.35+225434.9,52943-1584-400,121.44728,22.909688,0.030256,40.423747,278651,1143164,43015,-19.540728,-19.353857,1,1
J121754.98+583935.7,52791-1315-403,184.47907,58.659912,0.023253,40.328483,227784,952235,213944,-19.388434,-19.308245,1,1,J023310.79-074813.4,51909-0455-388,38.294963,-7.8037217000000005,0.030938,40.195626000000004,74364,332807,116112,-19.224577,-19.239981,1,1
J121754.98+583935.7,52791-1315-403,184.47907,58.659912,0.023253,40.328483,227784,952235,213944,-19.388434,-19.308245,1,1,J213206.88+110637.0,52460-0731-271,323.02865,11.110274,0.0315655,40.050837,79112,349120,29124,-19.469166,-19.398632,1,1
J121754.98+583935.7,52791-1315-403,184.47907,58.659912,0.023253,40.328483,227784,952235,213944,-19.388434,-19.308245,1,1,J104833.59+475914.7,52643-0963-395,162.13996,47.987413000000004,0.0332144,40.712278999999995,206048,897940,200005,-19.258114000000003,-19.209688,1,1
J121754.98+583935.7,52791-1315-403,184.47907,58.659912,0.023253,40.328483,227784,952235,213944,-19.388434,-19.308245,1,1,J111835.82+002511.2,51612-0280-358,169.64924,0.41976742,0.0250768,39.929922,11963,74543,76063,-19.372131,-19.225397,1,1
J080740.99+390015.3,52254-0759-295,121.92081,39.004246,0.023496,40.627671,85943,370121,123546,-20.405756,-20.252396,1,1,J134640.80+522836.6,52465-1043-237,206.66998,52.476826,0.0292307,40.705021,238185,984867,220362,-20.214613,-20.253662,1,1
J080740.99+390015.3,52254-0759-295,121.92081,39.004246,0.023496,40.627671,85943,370121,123546,-20.405756,-20.252396,1,1,J005329.92-084604.0,52177-0657-458,13.374656,-8.7677882,0.019029,40.747619,83713,360864,29422,-20.259075,-20.185526,1,1
J080740.99+390015.3,52254-0759-295,121.92081,39.004246,0.023496,40.627671,85943,370121,123546,-20.405756,-20.252396,1,1,J085828.60+000124.5,51913-0469-130,134.61916000000002,0.023468147,0.0285519,40.476459999999996,25340,182027,24359,-20.340448000000002,-20.324806,1,1
J080740.99+390015.3,52254-0759-295,121.92081,39.004246,0.023496,40.627671,85943,370121,123546,-20.405756,-20.252396,1,1,J005940.11+151951.5,51821-0421-428,14.917142000000002,15.330978,0.0182413,40.338596,17394,152329,24834,-20.411469,-20.305857,1,1
J080740.99+390015.3,52254-0759-295,121.92081,39.004246,0.023496,40.627671,85943,370121,123546,-20.405756,-20.252396,1,1,J034545.16-071526.9,51909-0462-011,56.438184,-7.257463,0.0216551,40.310775,18237,155234,80143,-20.115725,-20.1558,1,1
J122324.14+024044.4,52283-0519-487,185.85057,2.679011,0.023579,40.240788,59940,285900,107169,-19.745897,-19.797114999999998,1,1,J123804.16+482042.3,53084-1453-618,189.51734,48.345096000000005,0.0305055,40.259642,288462,1173026,252695,-19.764664,-19.804831,1,1
